"","Data/Time","ensemble_avg","ensemble_min","ensemble_max","ensemble_med","Obs setup","Obs wspd","Obs wdir"
"1",2019-10-21 00:00:00,NA,NA,NA,NA,-0.0526953419016393,0,0
"2",2019-10-21 01:00:00,NA,NA,NA,NA,-0.11670743133073,0,0
"3",2019-10-21 02:00:00,NA,NA,NA,NA,0.0294479310843507,2.05776,130
"4",2019-10-21 03:00:00,NA,NA,NA,NA,0.125223269520045,2.05776,190
"5",2019-10-21 04:00:00,NA,NA,NA,NA,0.542713133774349,3.08664,200
"6",2019-10-21 05:00:00,NA,NA,NA,NA,0.525736454312628,2.05776,230
"7",2019-10-21 06:00:00,NA,NA,NA,NA,0.119867026306862,1.54332,240
"8",2019-10-21 07:00:00,NA,NA,NA,NA,0.102594112189985,2.05776,290
"9",2019-10-21 08:00:00,NA,NA,NA,NA,0.174391720770967,1.54332,230
"10",2019-10-21 09:00:00,NA,NA,NA,NA,0.347951192055698,0,0
"11",2019-10-21 10:00:00,NA,NA,NA,NA,0.500982359796587,0,0
"12",2019-10-21 11:00:00,NA,NA,NA,NA,0.451386220107648,0,0
"13",2019-10-21 12:00:00,NA,NA,NA,NA,0.451386220107648,0,0
"14",2019-10-21 13:00:00,NA,NA,NA,NA,0.451386220107648,0,0
"15",2019-10-21 14:00:00,NA,NA,NA,NA,0.436586747074976,2.05776,190
"16",2019-10-21 15:00:00,NA,NA,NA,NA,0.711811531974586,3.60108,170
"17",2019-10-21 16:00:00,NA,NA,NA,NA,0.656846662043741,4.11552,220
"18",2019-10-21 17:00:00,NA,NA,NA,NA,0.532906885292861,3.60108,250
"19",2019-10-21 18:00:00,NA,NA,NA,NA,0.920635067166234,3.60108,200
"20",2019-10-21 19:00:00,NA,NA,NA,NA,1.86719633164248,5.1444,110
"21",2019-10-21 20:00:00,NA,NA,NA,NA,2.53937963998698,5.1444,110
"22",2019-10-21 21:00:00,NA,NA,NA,NA,3.48080933679562,5.65884,110
"23",2019-10-21 22:00:00,NA,NA,NA,NA,4.48081741735737,4.11552,130
"24",2019-10-21 23:00:00,NA,NA,NA,NA,5.68764933234569,4.62996,130
"25",2019-10-22 00:00:00,NA,NA,NA,NA,6.82026843842327,3.60108,150
"26",2019-10-22 01:00:00,NA,NA,NA,NA,8.1769843640414,4.11552,170
"27",2019-10-22 02:00:00,NA,NA,NA,NA,8.13812758451568,2.5722,210
"28",2019-10-22 05:00:00,NA,NA,NA,NA,8.88768090295627,2.05776,210
"29",2019-10-22 06:00:00,NA,NA,NA,NA,8.60065487595074,2.5722,200
"30",2019-10-22 07:00:00,NA,NA,NA,NA,7.4292741720497,2.05776,230
"31",2019-10-22 08:00:00,NA,NA,NA,NA,6.34092241859384,2.05776,230
"32",2019-10-22 09:00:00,NA,NA,NA,NA,4.95682010970898,1.54332,250
"33",2019-10-22 10:00:00,NA,NA,NA,NA,3.71595454942888,0,0
"34",2019-10-22 11:00:00,NA,NA,NA,NA,2.54294473586936,2.05776,240
"35",2019-10-22 12:00:00,NA,NA,NA,NA,1.9399981147358,2.05776,210
"36",2019-10-22 13:00:00,NA,NA,NA,NA,1.39710559235172,2.5722,200
"37",2019-10-22 14:00:00,NA,NA,NA,NA,1.7638712339307,3.60108,190
"38",2019-10-22 15:00:00,NA,NA,NA,NA,1.52461898075354,3.60108,250
"39",2019-10-22 16:00:00,NA,NA,NA,NA,1.46311329942079,4.11552,240
"40",2019-10-22 17:00:00,NA,NA,NA,NA,1.31973151405551,4.62996,240
"41",2019-10-22 18:00:00,NA,NA,NA,NA,0.756848116391839,5.65884,260
"42",2019-10-22 19:00:00,NA,NA,NA,NA,0.610382619029056,5.65884,250
