"runtime","fcsthour","validtime","gec00.u","gec00.v","gep01.u","gep01.v","gep02.u","gep02.v","gep03.u","gep03.v","gep04.u","gep04.v","gep05.u","gep05.v","gep06.u","gep06.v","gep07.u","gep07.v","gep08.u","gep08.v","gep09.u","gep09.v","gep10.u","gep10.v","gep11.u","gep11.v","gep12.u","gep12.v","gep13.u","gep13.v","gep14.u","gep14.v","gep15.u","gep15.v","gep16.u","gep16.v","gep17.u","gep17.v","gep18.u","gep18.v","gep19.u","gep19.v","gep20.u","gep20.v"
2020-02-13 18:00:00,0,2020-02-13 18:00:00,1.44760141446393,3.76592959746076,1.80262240621346,4.27905480792331,1.63979424966362,4.2641957110004,1.33850203034507,3.77593811342937,0.961408737175825,3.65056309992897,1.10146264641619,3.86338300330583,1.71405492415676,3.56632862065492,1.50199703180212,3.75906118326112,1.97157565626741,4.00619179997469,1.43910816605017,3.91851411537141,0.977172684686884,2.90798110071847,1.55123630895813,3.86398069121415,1.90275616767209,3.74903555545794,1.11656634649989,3.45065245487848,1.43945368559156,3.4533289132008,1.26653362990742,4.02420720425965,1.5441761511808,3.56309232473093,1.45797832907681,4.14797782525584,1.67053053394896,4.17500079379891,1.11102697388543,3.0942403612688,1.28138718225133,3.88925976604432
2020-02-13 18:00:00,3,2020-02-13 21:00:00,1.84165598021149,3.29216023388094,2.12973772603302,3.69965767602389,1.84954169529271,3.67473913321626,2.04890692759935,3.29358709197153,1.64985008063635,3.34982677639986,1.28724549318412,3.5401852143462,1.4629925319663,3.01004041759502,1.52825420410075,3.06669018009368,1.97339111623012,3.57483112804064,1.81727799502191,3.46821606941885,1.66543864812372,2.81372482479427,1.88956322332274,3.62651619769744,1.86269862448338,3.25037031130854,1.65027589926098,3.17418307763212,1.78547412135112,3.25469735282289,1.79611747908595,3.66526067481737,2.27977313108858,3.15348178691373,1.74507634771523,3.47790055990956,1.96793925469653,3.21558491598902,1.23407423427845,3.61404365632078,1.90786249387154,3.271102733679
2020-02-13 18:00:00,6,2020-02-14 00:00:00,0.98542856890847,3.13651872346967,0.976219606404843,3.5091565012738,1.12164494175187,3.52501754980517,1.80475545811268,2.75319684085457,0.991494709870908,2.95524260436222,1.19602090103709,3.62118572036279,0.917237338358646,2.96610585014444,0.683192846001837,3.30847518644052,0.77812188358057,3.39884335508463,1.10870620684276,3.2236156295173,1.10634862660156,2.78055555168664,0.74806164027978,3.48378998998288,1.11947092063448,2.97803595606788,0.992497760934828,3.01832159134147,1.23905080841715,3.08372264995817,1.37953062993863,2.94112505181426,1.16840418897883,2.72387130272322,0.938084985207462,3.1583448950683,0.727617500915898,2.7143704448819,0.809122078528589,3.59507654944872,1.10742642044422,3.04665266051574
2020-02-13 18:00:00,9,2020-02-14 03:00:00,2.52406406847881,2.17997356367904,2.70635942661674,2.17076390527394,2.63435742230495,2.4494600177325,3.1429274780983,1.61367462208876,2.63846468256371,1.8000455630347,2.57315707725986,2.59023699468127,2.59762197214787,2.11734112003737,1.97089959632304,2.54277307448149,2.32579507130502,2.46330604848084,2.42432216531857,2.34272188704696,2.72015836184559,2.14687474305938,2.37187411691327,2.59749911167173,2.59697977676312,1.8298091030504,2.44759229308324,2.43192924299295,2.22949003941359,2.25229897895094,2.69520801310165,1.98021165129095,2.55767045153568,1.94026403387103,2.49110398702813,2.31159952486687,2.35584529949516,1.93928109300227,2.49845410789526,2.55301754333222,2.50044112724416,2.17496914386642
2020-02-13 18:00:00,12,2020-02-14 06:00:00,3.25931116186176,1.65471083598633,3.35372945519714,1.37028308905519,3.18237918234409,2.00317790294012,3.26838203454327,1.34494025956044,3.15741326746222,1.44602299573709,3.28031630700188,1.92336015754569,3.11254916003348,1.40771325148716,3.1874563307566,1.55203072413204,3.1221722454206,1.7609130821439,3.11662730864352,1.64969043917096,3.1814494876097,1.65133635455013,3.4680971285139,1.70900132385416,2.80753486727838,2.00934050933512,3.18560021675044,1.82339024219792,2.89289868428172,1.91841138201664,3.02821841843257,1.85139469312129,3.18468651277792,1.58549249978429,3.04999525291359,1.9188604578135,2.869477250118,2.10961133523326,3.19172086716462,1.81507198197938,3.12126835407683,1.5543001032919
2020-02-13 18:00:00,15,2020-02-14 09:00:00,2.94669899810168,1.48024383326298,2.93381976939103,1.15447773136199,2.77100046622556,1.84711322046614,3.04605780851591,1.16222855015276,2.83607363744947,1.48714630930345,2.98856936782651,1.70295420535694,2.91210897827458,1.19971046743516,3.1632546441815,1.01910947126874,2.93449462898916,1.12326623047342,2.83414008047596,1.18664087373793,2.89771225362281,1.61360382898036,3.32442764013933,1.4981934648371,2.80282633375117,1.66366717805735,2.87962112827839,1.64316669268392,2.88240406714392,1.44019879116611,2.76796978304667,1.71905503588984,2.89753128191826,1.26452220604295,2.99505767388162,1.60963845432037,2.9877741775541,1.52170003300245,2.93131537497619,1.49327991877617,2.82168398986148,1.3840026903462
2020-02-13 18:00:00,18,2020-02-14 12:00:00,2.51191473761399,1.10959428953691,2.48223577794314,0.605488994321515,2.80017387560443,0.825521543261177,2.48908174614576,1.0147384543175,2.5382309253489,1.06539349403435,2.54200544953736,1.55137305626583,2.49024892042256,0.557274668427783,2.69795683774726,0.258832094445347,2.39077884895945,0.620361535787899,2.41333545036692,0.707760851527936,2.58046012484854,1.14380239800443,2.70161852767195,1.05095945369637,2.85382091798198,0.850480421732857,2.42695806794495,1.22340417222634,2.44982304093693,1.16601942210247,2.60179768240233,1.100822104844,2.54670683192794,0.623244755446272,2.63888366260663,1.1957875204818,2.27775426401634,1.80221649592589,2.49395722565901,1.05573132254145,2.50357310549678,0.44409205702122
2020-02-13 18:00:00,21,2020-02-14 15:00:00,2.67569225664308,0.133391386721628,2.21772973418227,-0.0204029435889908,2.45646249394382,-0.927539025531484,2.37311426213943,0.0213790632261831,2.66049533121307,-0.31778876037284,3.11737001333492,1.08924425670015,2.14298402517992,0.144283278251247,2.40065432864641,-0.624809020869192,1.97505533455978,0.237147360170688,2.54868639993458,0.386035364276126,2.41887883738013,0.265894024476025,2.48597773008836,0.41729287240697,2.91699805481516,-0.289166126828352,2.93514527068433,-0.036662021241045,2.75499790082029,-0.016072053918889,2.34971900157757,-0.438719320695139,2.21313328460465,-0.482542903412828,2.9511379792873,-0.242278669093523,3.04389510303669,0.797825914578166,2.63999602722607,0.00421499274128178,1.99153276777445,-0.929310065849742
2020-02-13 18:00:00,24,2020-02-14 18:00:00,1.33920955391782,-2.30529199871218,1.51977970339232,-2.90894371472707,-0.233132384702769,-2.18487064080399,1.21584104223184,-1.95065828000295,0.651676868547626,-2.81625720591774,2.1089981194917,-2.20382698096471,1.2161713140147,-2.04023941144287,0.75727495780259,-2.13364071379418,1.42382303339905,-1.49281525155659,1.75216336154528,-1.89669860584925,1.29283267073992,-2.67865092045873,1.63224045333774,-1.37854889817439,0.784865833674759,-3.44638945502248,0.945314342055705,-2.19293997532275,1.13557580801457,-2.62414650053459,0.450764718753653,-3.80963203852882,1.00339862616099,-1.62463860628308,1.20221182134947,-3.19702075208216,2.01960062855928,-1.67962538804608,1.27882618406979,-1.79878424298702,0.267462642260712,-3.33163425122352
2020-02-13 18:00:00,27,2020-02-14 21:00:00,-0.0947488876803316,-6.46497062193849,0.024528482994338,-7.0244239655374,-1.29175431921761,-4.54516772805944,0.756918157999387,-6.60005988543886,-0.713849357495514,-6.14150405202143,0.217820341270934,-7.05166879510585,-0.197201075102543,-6.62076640290412,-0.621220068141739,-5.89025848929203,-0.177108756621527,-6.70036468542237,-0.132333544141991,-6.60714665520112,-0.186385681055015,-5.56294646980167,0.297819820956897,-6.72757914002471,-1.12587319383382,-5.98082599103354,0.127953656411858,-5.17167082242003,-0.332129255028006,-6.04572392440193,-1.17868326554558,-6.12265440477756,0.231631397959417,-5.75199182995372,0.27428633618634,-6.62901472246683,0.221035992926595,-6.05805012923179,-0.23834865367373,-6.08566475561923,-0.496823141008077,-5.44081584884714
