"runtime","fcsthour","validtime","gec00.u","gec00.v","gep01.u","gep01.v","gep02.u","gep02.v","gep03.u","gep03.v","gep04.u","gep04.v","gep05.u","gep05.v","gep06.u","gep06.v","gep07.u","gep07.v","gep08.u","gep08.v","gep09.u","gep09.v","gep10.u","gep10.v","gep11.u","gep11.v","gep12.u","gep12.v","gep13.u","gep13.v","gep14.u","gep14.v","gep15.u","gep15.v","gep16.u","gep16.v","gep17.u","gep17.v","gep18.u","gep18.v","gep19.u","gep19.v","gep20.u","gep20.v"
2019-12-02 18:00:00,0,2019-12-02 18:00:00,7.45205101839656,-2.37480720045158,7.08786741665953,-3.0293279152106,7.23399267199195,-1.72426554865529,7.35460794346066,-2.37801710653269,7.33309123117649,-2.04492655812235,7.4616792099796,-3.18315163427197,7.02477696393929,-4.42596099049864,7.08138426917944,-1.94546032953777,7.73312332797395,-2.4013316545656,7.41251180369368,-2.15751167096716,7.79617842219323,-1.58276409843604,7.77185309668574,-1.92578282835538,7.49575250991212,-2.64830671113676,6.99425021517493,-3.26368738448988,7.63600997116414,-2.25295338890453,7.70457897405663,-3.21032206633555,7.55054674485688,-1.88263306406047,7.39076096722707,-1.36460574779335,7.8023392797859,-1.94975796854224,7.65539062681674,-2.09566160660856,7.53388747434975,-2.02864613447599
2019-12-02 18:00:00,3,2019-12-02 21:00:00,8.3436139521304,-2.77659675808996,8.13962891941745,-2.99065493874953,8.31601679661052,-2.39138270706626,8.43345995144377,-2.73631765998249,8.50980661565938,-2.50639596650412,8.25690741899826,-2.99021700503703,7.54903092161162,-2.96994585548226,8.22518866556998,-2.82684521788842,8.66950015470552,-2.73783307560653,8.26848402930936,-2.97242152221874,8.65697346236283,-2.26261576287933,8.67032573952767,-2.66443917987665,8.33035399344659,-2.65787239171247,7.86787274878837,-2.91841404350875,8.50977597735037,-2.65092248918505,7.92858374268629,-2.91467944939674,8.57413036795197,-2.71341247981203,8.60786997256982,-2.57366077778218,8.80776339837013,-2.63515614352478,8.35397907531205,-3.00304425675521,8.3415791688788,-2.90756552517102
2019-12-02 18:00:00,6,2019-12-03 00:00:00,5.60729180257991,-4.53329973400403,5.31913677450172,-4.500377441999,5.75661836812749,-4.50997316453974,5.55377511188831,-4.61341368934051,6.04271108827938,-4.41019320859095,5.67814875495529,-4.46172001005863,5.16493153590923,-4.39320143201368,5.77603311896366,-4.50658754101918,5.68648475473805,-4.67086091705244,5.38851697801212,-4.75630287874909,5.57877012465978,-4.5987730494948,5.69368525769473,-4.68222815367087,5.43991843829969,-4.63547059493251,5.33470536027949,-4.64956497806371,5.58196379621974,-4.55441867265232,5.41767499684051,-4.3705947780035,5.72791987127884,-4.28987216826179,5.96339320052873,-4.46435420250263,5.6997300521156,-4.56407041754596,5.46172433787484,-4.4322690429917,5.41642100007346,-4.68327991412275
2019-12-02 18:00:00,9,2019-12-03 03:00:00,3.81930403824338,-4.77144094678025,3.62203676267789,-4.5969529427892,3.66596019511619,-4.87057843024226,3.66171818663617,-4.95148272717362,4.12481531876723,-4.79052853946787,4.10378607248421,-4.63183185959339,3.91542723487596,-4.54786353312741,3.98945166359221,-4.8389684598163,3.65939030707683,-4.8670680329575,3.57200325449385,-4.95305147086299,3.43896405534635,-5.05033013227211,3.64578463950506,-4.99804164871607,3.76148700050059,-4.83512706150445,3.73119079055855,-4.76187093194005,3.87186080147916,-4.60715913670934,4.07116286029625,-4.35797176247295,4.11001042722306,-4.84814699442745,3.96381974249657,-5.08660938829117,3.76689274596649,-4.79404219845612,3.99078308956747,-4.79649541919557,3.76754875868684,-4.8057837897099
2019-12-02 18:00:00,12,2019-12-03 06:00:00,3.33153442698755,-5.10740993230966,3.31502844168196,-5.04823608454772,3.08938011047773,-4.95756336558039,3.20827756817892,-4.95215450648019,3.27646610444115,-4.9733263676062,3.52163183790536,-5.05672026333608,3.56655795119635,-4.8026372522894,3.34953315191998,-5.34634719160174,3.24049077691668,-4.96273523062313,3.04840036314063,-5.29277988089153,3.02003627126727,-5.36826688468504,3.14529711319017,-5.21351060101425,3.4216181496026,-5.14057749058149,3.47271225786377,-4.91120285123371,3.33647995457223,-5.23792618630292,3.71428872010568,-4.81424777637214,3.45130268719519,-5.26296370871198,3.32287412517214,-5.15582407678573,3.15109146901009,-5.25295256662763,3.56133291991661,-5.22998054567652,3.20234959896956,-5.16921583188481
2019-12-02 18:00:00,15,2019-12-03 09:00:00,3.53329027395999,-4.38209487124889,3.29690150569438,-4.19329482446552,3.43095427026052,-4.33318643329166,3.54762484468032,-4.3858795179636,3.52414993438209,-4.44299089597093,3.60649150224418,-4.32761554505477,3.69013911203764,-4.02839704702442,3.61571269456211,-4.32307461858599,3.43708860897746,-4.46264208720779,3.47943343854305,-4.4866161396647,3.28407463204555,-4.46354312243566,3.33257306655258,-4.49534902201081,3.51830296598194,-4.35731662706601,3.61428928752159,-4.53110685170247,3.31612326542822,-4.49237667740308,3.78354669607028,-4.20459871200695,3.70353300776752,-4.4781231212511,3.64603684852558,-4.30092515075369,3.46925191318171,-4.59942645513575,3.65859575239217,-4.38178497300409,3.44672324203654,-4.38494442089491
2019-12-02 18:00:00,18,2019-12-03 12:00:00,3.72183009703193,-4.05924063475367,3.50375592169376,-3.82282703610094,3.68478859150859,-4.00944428245542,3.62949409333245,-4.2665893304751,3.63865966888507,-3.96108831472219,3.71009677798748,-4.08071738361865,3.78591023820358,-3.89136470478295,3.79148112644048,-4.03875805077277,3.5355090606195,-4.03347166297766,3.6527068692886,-4.28363910820777,3.74909236209158,-4.20726745177673,3.66456838562906,-3.91604767867882,3.67683451684455,-4.133432590631,3.7059383302942,-4.1023302101605,3.60332068226885,-4.10277969154496,3.66397056341068,-4.05682648636088,3.95083323786027,-3.87985772319656,3.78582938546356,-4.05798195113742,3.65699638415292,-4.14019229000016,3.79165724946752,-4.08377058096641,3.71332609836228,-4.05269843321733
2019-12-02 18:00:00,21,2019-12-03 15:00:00,3.53824819318729,-3.28274948368438,3.50150831369942,-3.33100518438388,3.54148038343712,-3.33342204082339,3.35435786334544,-3.63310387036926,3.66446083842587,-3.04816661499391,3.46605751237753,-3.43624676008229,3.60922794052439,-3.33617417955159,3.61254909389526,-3.21583348116946,3.49959616358122,-2.8975666383856,3.53492146189468,-3.31733219054653,3.33650405571512,-3.43136187352789,3.70174833946023,-3.61725961001583,3.58900176489465,-3.33799105938278,3.66728826573148,-3.23084888123813,3.35536784340395,-3.25599249236193,3.55104211230887,-3.3247397784959,3.73296483709552,-3.0103187771138,3.50914421790933,-3.3374940578549,3.6741817403184,-3.25509375959318,3.55405623730997,-3.28979695895793,3.37361256384741,-3.28130624300344
2019-12-02 18:00:00,24,2019-12-03 18:00:00,3.69111053212889,-2.01841839090858,3.76782828927636,-1.92368208894739,3.38767485600564,-2.15897642529521,3.37976812589758,-1.90015425617143,3.8037647062825,-1.88633339322596,3.62801555438776,-2.12638672129129,3.70255377280983,-1.97526181289279,3.704939829112,-2.05034979349216,3.89262038359031,-1.79237859323442,3.70451811616154,-2.01849097143928,3.53764405586831,-1.83070687446463,3.38541430271189,-2.11748313201157,3.63095422898314,-1.9412679405546,3.89312294928081,-2.09573628649268,3.70699115678227,-1.81383552221811,3.84654764514802,-2.04429090518094,3.76752142273491,-2.19137148305094,3.60951982792744,-2.05669391148937,3.78949173583683,-2.04801378979268,3.79409442440858,-2.03548798852253,3.75078965362805,-2.00042793818547
2019-12-02 18:00:00,27,2019-12-03 21:00:00,3.8589311552318,-1.56684249608258,3.91009800585198,-1.51460390330092,3.45494284705622,-1.50948878985532,3.7222105282093,-1.15997980787387,3.91193700802357,-1.66428302480008,3.79825032588346,-1.45266422850801,4.05612625585418,-1.54786903431888,3.99636341173997,-1.63133567240778,4.03752158456322,-1.64302434118383,3.85245055397012,-1.58568703130604,3.95096553289581,-1.50655567942256,3.79456578437415,-1.2722569193454,3.70363665705567,-1.51409862956371,4.05119728644729,-1.81054302835377,3.92750773443215,-1.39704614378432,3.94164692966006,-1.70570318389623,3.92704440291662,-1.74492765167679,3.80278854430553,-1.51124677745857,3.80044927890255,-1.55996000175171,4.02145155416765,-1.55925067472516,3.94561000186093,-1.70539711477084
